用户昵称,商品id,评分,商品尺寸,商品颜色,评论时间,评论内容,评论类型
F***C,15268637297,5,60升,【鸿蒙智联】除氯净水护发柔肤,2021-01-30 11:23:32,商品完整没有破损，工人安装速度很快。虽然家里墙砖很硬，打眼就花了快小时，师傅也没有抱怨，收费合理，样品美观，赠送的过滤装置也不错，晚上试一下。,pos
****r,14689969548,5,60升,【新品首发】电子镁棒零电洗,2020-09-27 12:53:05,外形外观：外观时尚，很好看 加热速度：加热速度很快 耗能情况：耗能不大，一级能效， 洗浴时间：还没用，不过感觉很好。 其他特色：快递很快，安装很迅速，师傅很耐心，很专业。,pos
****j,15309089149,5,60升,【新品首发】电子镁棒零电洗,2021-02-09 10:21:55,产品外观高雅大气，功能齐全，对干净卫生的热水充满期待。产品有单独的底线，安全有底。送货神速，安装师傅热情周到，技术娴熟。,pos
糖***飞,16421227826,5,60升,【内胆免清洗】电子镁棒零电洗,2021-10-06 15:13:39,智能机就是高端，手机远程能遥控，师傅特别细心耐心，安装到位，还帮忙解决了房子水管的问题！赞,pos
温***0,14830665937,5,60升,【新品首发】电子镁棒零电洗,2020-11-02 16:37:03,外形外观：漂亮，简洁大气的款式， 加热速度：速度很快，师傅刚安装测试没几分钟温度就上去了， 洗浴时间：三口之家足够啦～ 耗能情况：一级能效，新款更省电 其他特色：太喜欢了，看了很久，趁活动把新款拿下。了解美的热水器很久，最中意的就是出水断电功能。,pos
-***-,15403899297,5,60升,【高端旗舰】电子镁棒即开即热,2021-03-10 13:35:20,外观很漂亮，我买东西质量是一方面，外观也占有很大一面，是真的很喜欢。， 由于卫生间太小，安装师傅帮忙想办法加装了支架，最后顺利安装。,pos
****5,14458363670,5,60升,【高端旗舰】电子镁棒即开即热,2020-07-25 22:02:00,外形是香槟色的，美观大方。加热的速度非常快，即开即用。耗能非常低，节能。洗浴时间还能接受，主要看容量，两个浴室同时使用还是可以的。物流和售后服务也非常不错，物流会事先打电话预约送货时间，在家的时候才送货上门，安装师傅也是态度好，尽快就给安装好了。非常棒啦！,pos
C***g,15852618225,5,60升,【极地套系】电子镁棒免清洗,2021-06-22 18:25:28,搞活动买的，优惠力度很大，还不错。安装服务人员态度很好，服务周到，热水器质量很好，还没用，用了以后再来追评。物美价廉。不错，,pos
赵***9,15341856983,5,60升,【新品首发】电子镁棒零电洗,2021-02-22 23:39:41,宝贝收到了，物流很快，安装师傅及时上门安装好了，美观大方，免换美棒的，除去了后顾之忧，还有出水断电攻能，这款热水器真是爱了。,pos
半***寞,16233238661,5,60升,【高端旗舰】电子镁棒即开即热,2021-09-01 12:58:44,热水器看着很高端大气上档次，还有免维护功能，太棒了?,pos
s***7,15867458525,5,60升,【极地套系】电子镁棒免清洗,2021-06-25 12:03:57,热水器安装还挺好看的，不占空间，安装师傅特别好，认真负责。装修完还帮忙打扫干净，特别满意。,pos
L***1,15607599016,5,60升,【新品首发】电子镁棒零电洗,2021-04-27 13:03:19,热水器整洁大方，美观好看。烧水特别快。智能联网预约，使用非常方便省心。售后服务很好，安装师傅很专业。,pos
****f,16495964434,5,60升,【内胆免清洗】电子镁棒零电洗,2021-10-21 16:02:51,非常棒，主要还有远程遥控，随时调节温度和开关。,pos
v***行,16571927234,5,60升,??【黑科技】电子镁棒零电洗,2021-11-04 10:39:18,发货特别快，晚上买隔天就到了；东西使用感也不错，有智能功能！安装师傅装的很好。总体非常满意！,pos
靓***峰,16579790277,5,60升,??【黑科技】电子镁棒零电洗,2021-11-05 13:04:15,价格很实惠，预约安装也很便捷，微信预约，第二天就上门来安装，师傅的态度也很好，很快就给安装好了，希望能够耐用一点，不要那么容易漏水。,pos
f***i,14661406958,5,60升,【高端旗舰】电子镁棒即开即热,2020-09-19 22:07:59,外形外观：做工精细，美观大方！ 加热速度：速度很快，一会儿水就热了。 耗能情况：才安装，具体耗电情况使用后才了解！ 其他特色：支持手机互联，手机管理真的很方便，回家不用去开手机就可以预约了，真心方便！,pos
****k,16672267278,5,60升,??【黑科技】电子镁棒零电洗,2021-11-17 15:40:30,家里一直用的美的热水器，这次给父母买了一款，物流快，送货和安装师傅都很负责，已经开始用了，值得信任的品牌,pos
****5,16650849414,5,80升,??【黑科技】电子镁棒零电洗,2021-11-15 16:40:23,"热水器安装好使用几天后才来评价,物流速度很快，安装师傅也很负责与细心。 这款热水器外观很漂亮，一家四口使用足够,双管速热加温很快; 电子镁棒真正免清洗是亮点所在，遥控  操作很方便，做工很好，比较有质感，跟浴室墙面颜色很搭配。出热水也很稳定，老妈很喜欢！",pos
L***X,16408308854,5,60升,【内胆免清洗】电子镁棒零电洗,2021-10-04 12:13:08,安装师傅服务态度好，安转技能精湛，专业水准很高，五星好评！热水器时尚美观，物超所值，点赞???,pos
****1,15111101629,5,60升,【新品首发】电子镁棒零电洗,2020-12-29 17:24:45,外观漂亮大气，加热速度很快。保温效果好，智能遥控很实用，下班前设定温度，到家就可以洗澡了。,pos
清***9,14825677067,5,60升,【新品首发】电子镁棒零电洗,2020-11-01 18:20:06,安装师傅服务特别好，特别快。特别棒棒哒～点三十二个赞?,pos
超***傲,16701411394,5,60升,【高端旗舰】电子镁棒涡旋速热,2021-11-22 11:36:52,非常好，安装快捷，使用方便，美的的东西就是不错，很好用,pos
u***m,16573170609,5,60升,【高端旗舰】电子镁棒涡旋速热,2021-11-04 13:58:56,安装满意。安装师傅很热情服务很满意，装得也很快，安装师傅装备也非常齐全，全程半个小时完事，热水器也很好用，分钟就可以用了。,pos
****5,14950801292,5,60升,【新品首发】电子镁棒零电洗,2020-11-23 15:02:39,外形外观：颜色外形是我钟意那款，超喜欢 加热速度：加热速度很快 耗能情况：且耗电量低，很满意,pos
九***物,14723139467,5,60升,【新品首发】电子镁棒零电洗,2020-10-06 20:02:35,外形外观：看着很不错，又是美的智能家居，外形看着就超级好看！ 加热速度：速度很快，以后冬天再也不怕冷了！ 耗能情况：我家用电量大，不觉得热水器有啥耗电的 洗浴时间：洗起来很舒服！ 其他特色：装起来效果就很好，安装人员很专业，还抢着帮忙打扫卫生，很感谢他们的付出，让我省心很多,pos
u***l,14355943939,5,60升,【高端旗舰】电子镁棒即开即热,2020-06-28 20:31:22,客服服务态度很好，随时打电话跟踪订单进度，像我们讲解美的热水器后期的售后问题，师傅上门安装手艺很棒.专业，增加的配件，使用费用讲解的非常清楚，热水器安装的非常美观漂亮，快递师傅服务热情，主动送货上门，推荐京东购买，顾客就是上帝。,pos
秦***明,16115219695,5,80升,【新品首发】电子镁棒零电洗,2021-08-10 16:39:09,外观高端大气，颜色和我的浴室很搭，安装师傅也十分专业，功能使用，操作步骤、使用注意事项做了详细的说明，美的值得信赖。,pos
Y***l,15838578269,5,80升,【奢华净浴】除氯净水护发柔肤,2021-06-20 12:12:23,安装非常满意！师傅态度很好！非常不错！热水也很快！,pos
奋***c,16441239063,5,80升,【极地套系】电子镁棒免清洗,2021-10-10 10:25:16,对比了好几个品牌，最终选择了美的，已经安装完成，感觉很不错，智能热水器，可以连接手机，在手机上操作，有，和速热，加热很快，还可以预约，还有智能杀菌和出水断电等功能，镁棒是电子免更换的，总之性价比很高，值得购买。,pos
文***江,15238539360,5,60升,【奢华净浴】除氯净水护发柔肤,2021-01-23 16:06:18,颜值很高，热水很快，液晶智能控制面板，有净水功能，给宝宝洗澡很担心，一级能效，比较省电，一家人洗澡很充足，其他功能待研究，买的是最新款，还没空研究,pos
****z,15797144906,5,60升,【新品首发】电子镁棒零电洗,2021-06-12 14:21:47,外形外观：超大显示操作屏，大气好看 加热速度：加热效果好！ 其他特色：出水断电，安全性能高，自带杀菌.免清洗！,pos
R***4,15778779006,5,60升,【鸿蒙智联】除氯净水护发柔肤,2021-06-08 13:29:47,之前就收藏了这款电热水器，看中了颜值和鸿蒙系统，趁活动入手，整体做工非常优秀，比之前的热水器相同的，体积小了很多。支持碰碰链接手机，也支持华为的智慧生活控制，但是控制选项不如美的自己的丰富，期待后续更多功能接入鸿蒙。 平时加热的时候也没有什么声音，整体很安静，水压也不错。,pos
5***m,14344897689,5,60升,【高端旗舰】电子镁棒即开即热,2020-06-26 10:53:53,外形外观：外观颜色很漂亮，金色机体，彩色触摸板 加热速度：加热速度挺快的 耗能情况：使用一段时间以后才能知道，一级能效，应该很省电 洗浴时间：可以预约，可以连接，用美的美居控制，很方便 安装师傅很负责，安装到位，还讲解了使用方法，收费也很合理,pos
我***棍,16635914509,5,60升,??【黑科技】电子镁棒零电洗,2021-11-13 18:08:13,挺好的，物流速度嗖嗖的，安装师傅也很尽责。热水器美观大方，功率也大，加热速度快，还是一级能效，省电。 热水器各种功能齐全，控制，防电墙，电子镁棒等科技含量高，父母很是满意。,pos
成***8,16636404200,5,80升,【高端旗舰】电子镁棒涡旋速热,2021-11-13 19:14:35,很不错，一直用的美的的热水器，旧的那个用了十多年了。京东商城物流也快。,neg
春***师,16580115112,5,60升,??【黑科技】电子镁棒零电洗,2021-11-05 13:57:03,物流还是很快的，安装也很及时，换了新机器，洗澡更舒心了。,pos
血***华,15861272759,5,80升,【奢华净浴】除氯净水护发柔肤,2021-06-24 09:22:18,师傅送货上门 服务周到 产品颜值很高 还给送好多小配件 爆赞?,pos
千***叶,14963575932,5,60升,【高端旗舰】电子镁棒即开即热,2020-11-26 11:00:15,安装满意，安装师付工作认真负责，服务热情，着装整洁，管路施工整洁有序。机器很好用，加热很快。双参加活动，价格是十分实惠的。很满意的一次购物体验。,pos
天***i,15491650932,5,60升,【高端旗舰】电子镁棒即开即热,2021-04-02 19:34:41,快递很快，安装师傅很专业，态度也很好！热水器外观高端大气上档次，渐变的显示屏很好看！热水器加热很快，还可以用遥控和手机操作，赞！美的大品牌有保障，因为还没装修好，等后期使用后再追评,pos
****2,16483727473,5,60升,【鸿蒙智联】除氯净水护发柔肤,2021-10-19 09:05:40,"外形外观时尚,臻奢经典 加热速度:加热不错,很快 其他特色:一直用很多美的产品,值得信赖,本 机搭配鸿蒙智联.,秒快速配网,很不错的体 验感 耗能情况;能耗迪,节约能源 洗浴时间:水箱容量大,可以多人沐浴,使用方 便",pos
