评论人昵称,星级,等级,时间,有用数,评语
初代目火影忍者,1,很差,2020-08-24 09:55:21,201,"
历史虚无主义的胜利
"
的烬,3,还行,2020-08-15 09:01:19,159,"
冗长。冗长。冗长。开局即高潮，越往后走张力被摊的越来越平，除了王千源看不出其他演员的什么特征，最后的煽情和开篇的悲壮一比像是硬凹出来的茧子，表面觉得厚重但是细想又多余。
"
TimberNord,2,较差,2020-08-22 23:26:46,243,"
历史事件本身足够powerful. 请问为什么还要煽？犹太人进毒气室前是不是还要转身给狱友做一个演讲？是不是铁丝网外还要安排几个人竖个大拇指然后来个特写？
"
大奇特(Grinch),4,推荐,2020-08-17 22:29:36,239,"
三星半，江分两岸，这边隔岸看戏，那边隔岸观火，四行仓库保卫战就是一场供看客们“围观”的战役。战斗场面着实突破，南腔北调的众演员也提供了很好的群戏。但导演迷失在符号堆砌中，马的意向用太多，还加了赵子龙……不及《老炮儿》的鸵鸟有那股灵气劲儿。战争的背后都是政治，视角必然受限，当然还有民众的视角也有缺失（只有观望和觉醒了），与台版《八百壮士》对照观看效果会更佳。
"
illuminate丶,3,还行,2020-08-18 09:13:22,219,"
我给6.5分吧，bug还是很多啊，国军根本不可能有机会杀俘虏，仓库有水为毛要用尿，一个刚学会开枪的立马击中飞机，指挥官唯一的指挥就是叫副官替他指挥……最后恶之花女士再扣0.5
"
内陆飞鱼,4,推荐,2020-08-21 21:46:45,277,"
二刷。有缺点的战士终竟是战士，完美的苍蝇也终竟不过是苍蝇。质感很好，服化道什么，以及整体气场，可能数年内国产战争片超越不了，既然给过《血战钢锯岭》四星，没有理由不给我们自己的历史一样的分数。
"
木棍先生,4,推荐,2020-08-14 14:52:42,265,"
五星红旗上也有他们的血
"
bigson,1,很差,2020-08-23 11:14:49,187,"
这根本就不是阉割不阉割的问题，整个就一建国大业。2个多小时的电影，一个人物的刻画都没完成。几个令人动容的点，铺垫转折都没有，上来就高潮直接就射，还特么不如强奸。一半天堂一半地域，看看人家佛罗里达乐园咋拍的？几个兵，从怂到刚，没个过程，打着打着就特么想牺牲了，人性的刻画呢？首映上感动流泪的王中磊都比这个好看。之前还有采访说什么，张译求欧豪的戏，欧豪没被说动就不能放下枪，最后欧豪被感动落泪。我尼玛那几句话有啥好感动的？？？再也不被情怀和预期牵着鼻子走了！
"
丽俩,2,较差,2020-08-14 22:35:20,300,"
就当是一场秀，大家假装自己很感动……
"
木石子,3,还行,2020-08-14 22:06:32,107,"
这是一部很拧巴的电影，导演既想将主旋律进行到底，又试着去批判电影里政府的不作为。那么问题就来了，主旋律本身和diss政府是矛盾的。如果你想批判国民政府，那应该力度更大一点，而不是通过黄特派员的几句话一笔带过；当然弘扬主旋律那更不可能，国军的先天条件不允许。用主旋律的方式去拍一部反主旋律的电影，本身就不合适。
"
长发,4,推荐,2020-08-14 12:56:29,674,"
小湖北这个角色是给我留下最深印象的，一个懵懂的孩子，身处乱世，被哥哥保护、被战士保护，带着憧憬羡慕的眼神看着河对岸租界的歌舞升平；直到看着自己的哥哥死在自己面前，跟团附说自愿留下来守护四行仓库，一起出来的家人只剩他一人，眼神的转变，证明他长大了，可他的年纪不应该经历这样的成长，太痛心了！
"
同志亦凡人中文站,3,还行,2020-08-31 18:54:31,73,"
落后就要挨打，租界也知亡国恨，一场表演给国人/外国人看的战役。跟敦刻尔克其实没有区别，都是把后退当进步史诗来拍，但太多遮遮掩掩的东西导致不够看，后半段尤其潦草。（有几个战场镜头让我对比了一下1917，结果后者胜出）
"
谋杀游戏机,4,推荐,2020-08-14 12:03:29,335,"
管虎拍的不止是一部商业战争大片，还是一部历史反思之作。突出了一岸之隔、地狱天堂的戏剧性和残酷性。一场战争沦为了当局的表演秀，但那些销蚀的血肉、被辜负的感情都是真实发生的。电影没有刻意渲染牺牲，没有升华善恶轮回人性救赎，直面生死，宏阔壮烈。摄影、美术在国产电影里都是最高水准，中青代演员群戏精彩。希望《八佰》能扛起电影市场复兴的大旗。
"
M酱,3,还行,2020-08-13 22:08:15,114,"
可看但不喜欢 抛开政治正确不说——旗是什么旗？情在哪儿共鸣？于是又回到了“岳飞是不是民族英雄”的问题本身 为什么《八百壮士》就成立呢？因为是台湾人以台湾立场拍的
"
曌影,3,还行,2020-08-19 22:40:01,98,"
【C＋】太难给分了。。管虎不太会玩，舞台化与隐喻皆是画蛇添足。第一反应就是《少年的你》，不仅是争议性，更是同样相当可惜，以及超级灾难的剧本（台词蠢的我想哭）。属于那种每个镜头都精心设计，然后胡乱剪辑，完全缺乏整体意识。开场就已显现乏力，漫无目的的在几个视角频繁切换，引入、史料、入题及最后题目，整段编排简直灾难。又好奇尽管如此管虎还要以天划分多段式，几次后才能看出巨大野心；但战争片究竟应该如何变奏？对比《现代启示录》就是神与人的差距。管虎懂得如何营造，但丝毫不懂如何维持，于是过于不加节制：几乎从头到尾用动感或浅焦强行锁住视点，情感张力最强的一段跳楼却慢慢不知收敛，又随意插入外部视角，甚至结尾叠化叠了六七次。。不过无论如何，无论是意识或是工业，它在向前不断探索，而这也正是目前大陆最需要的电影。
"
躲猫猫社社长,1,很差,2020-08-17 23:20:33,98,"
太差了。基础叙事讲5个Ws（Who, What, When, Where, Why）一个How，一个也没讲清楚。走路没走好，中途还试图踩单车。护旗虽是房间里的大象，但是唯一一场有明确目标的场景。八佰估计怀疑1917这时上映是刁民存心羞辱自己。
"
大头绿豆,3,还行,2020-08-21 20:42:42,82,"
这场战斗本身就充满奇幻，导演当然占尽这种便宜，所有的戏都围着苏州河演开。能看到他想雕琢出的群像和个体，也都有或粗或细的成长描写，但因为野心太大，结果我们眼前更多的还是一个个写好的标签。租界里奉献了一些不错的细节，但庞杂的信息中难免显得部分多余。前一个小时在他们绑着手榴弹跳下去达到高潮，但哭完之后我会想为啥不用尸体丢下去，以及，不得不迎来啰嗦冗长，煽情过曝的后一个小时。黄晓明及时提醒我们这部片的水准，我一看敦刻尔克我才给了四星，只好三星了事。
"
孟浪,3,还行,2020-08-18 00:06:48,95,"
影片刻意放大了以苏州河为界两岸对垒下的坚守与投降、牺牲与逃跑两种选择的对立与凝视，导演的创作路径是由一种多视角叙事呈现出对中华民族抗敌奇迹的围观，进而以八百壮士死守四行仓库为核心，搭配政客、戏子、妓女、知识分子、学生、黑帮、汉奸、记者等符号化的人设，展开对人性的赞美与讽刺、政治的把玩与嘲弄。但群戏的最大难点就在于对演员表演方式的统一调配以及平衡感的把握，显而易见，杜淳、黄晓明、李晨等华谊兄弟系男演员并没有撑得起这样的期望。当然，影片最大的败笔还是对老算盘、老铁等几个人物近乎偷懒地、漫画式地塑造，一些轻浮的喜剧元素完全冲淡了战争片本该有的残酷感和严肃性，乃至于结尾浮皮潦草地进行几处人性升华也就难以令人信服。此外，影片还想以伪纪实烘托出几分历史真实感，但手法太过低劣，远没有达到以假乱真的水准。
"
阿暖,4,推荐,2020-08-14 13:58:04,114,"
战争的背后都是政治，那电影的背后当然也只有政治。
"
老袁,3,还行,2020-09-02 13:05:58,78,"
完全看不出导演反战，只感受到导演对战争的迷恋。
"
兮颜,1,很差,2020-08-24 10:52:09,98,"
不好意思，真不喜欢看，为煽情而煽情，大型架空历史玄幻抗日电影
"
[已注销],2,较差,2020-08-21 13:13:01,345,"
开始能给四颗星，看到最后两颗星……
"
测不准的索菲娅,2,较差,2020-08-14 21:16:25,230,"
看到一半无力吐槽，一星给题材，一星给摄像。我怕看完连两分也给不了了。
"
嘟嘟熊之父,2,较差,2020-08-14 22:31:53,208,"
不能仅歌颂英雄，一定要歌颂国人，问题就出在这里。大概到第100分钟，电影已经完成了它的使命。摄影机如一把枪，全程模拟瞄准的过程，以全景镜头预警即将到来的惨烈，枪战炮火中贯穿始终的浅景深摇镜制造出信息过载的假象。当然，视点的限制意味着画外可能发生一切，但无法说服自己如此的高强度感官冲击不是假象，因为靶心始终只有敌军一方，且开场即被明晃晃地曝露在外，瞄准的动作沦为形式，脱靶又显然不现实，四面八方全是靶心，你又如何能脱靶。
"
荒野一鸽,3,还行,2020-08-21 13:16:09,136,"
算是典型的情绪电影，镜头着重渲染情绪，背后的逻辑和思考没有感受到。
"
沁言子,3,还行,2021-03-08 01:05:32,0,"
拍得一般
"
王湾下雨了,2,较差,2020-08-14 22:49:56,213,"
除了枪炮血腥之外啥也没有，各个空洞洞的人物，一场战争拍成了运动会，租界上的看客是观众在呐喊助威，仓库里的战士是演员在表演，管虎不会拍电影，和审查删减无关，浪费人力物力金钱拍这种东西意义何在。
"
LOOK,2,较差,2020-08-15 09:59:51,131,"
2020年盛夏看一部大陆导演拍的一仲各表硬核深蓝宣传片，我真的有点穿越。也不用扯上光荣之路、现代启示录、全金属外壳之类，一部现代战争片，最终的落脚点就是一面旗，就不多说啥了。唯一有点意思的人物是零星闪过几个镜头的余皑磊，造型气场有点《老无所依》里哈维尔·巴登的味道，是人在战争处境下不知所措的荒诞变态感。其他人物都是一个模子出来的。
"
会笑的昨天,5,力荐,2020-08-14 13:24:25,1176,"
表演、摄影、置景都无可挑剔，成片对得起观众的期待。看之前一直好奇姜武这个角色，以往他在我眼里都是硬汉形象，以为在电影里也会充满北方爷们的狠劲，但其实不是……他只是演绎了一个平凡的民兵，所以我看电影的时候快急死了！一方面特别期望看到他的崛起，一方面又讶于他瓜怂的演绎。历史上本来就没有那么多大英雄，有的只是千千万万个不屈不挠，英勇反抗的平凡人物。
"
大钊,2,较差,2020-08-18 23:50:28,233,"
《八佰》破8指日可待。编剧和管虎彻底毁了这场大制作，烂归烂，还是很推荐大家看IMAX，如此精致光影的租界夜上海，快节奏的反击战，文戏再烂也值了。要讲悲壮的历史，全片一点都不严肃，看不到一点战争的样子，演员形象本身不立体，表演还一脸自我满足，很多“感人”的场面找不到合理动机。中国不缺技术，缺艺术，和删减无关，管虎本身不行。
"
寒枝雀静,4,推荐,2020-08-15 00:03:46,93,"
C / 与其说是关于战士的电影，不如说是关于“戏子”与“观众”的电影。用第一天极为刺骨地对苏州河两岸空间作二元勾勒之后，影片试图提出一个颇为大胆的命题：“观看”从不仅仅是观看，目光具备蓄积力量、引向行动并突破边界的潜能。由此才有灯红酒绿中人的双手，才有最后的情感喷薄。然而对岸群像的删减却让这个目视关系联结交错的过程大大萎缩，因而“不知亡国恨”之人的泪水也变得虚假，苦心孤诣构建的空间对垒也愈发无力。而银幕前的观众，在受尽了隔岸观火“无能为力”的折磨之后，过于轻巧地加入了英雄的队伍，无所适从。
"
