评论人昵称,星级,等级,时间,有用数,评语
私享史,3,还行,2019-09-28 18:34:25,3231,"
管虎5.5分，败笔很多，用倒计时的字幕和黄渤的大量旁白解说加剧了匆忙叙事的流水账感，这个短片还用了最多的明星客串，分散焦点，增加琐碎感。
张一白6.5分，故事太简单，完全是靠任素汐的大段独白撑着，任的演技可谓信手拈来。
徐峥7.5分，七部中的最佳，最生活气息，最显时代感，最轻松愉快。唯一值得商榷的是寻常弄堂里怎么会抛出那么大一面国旗。
薛晓路7分，“一秒都不能少”这个点切得特别好，唯一的不足是任达华的角色设定太刻意，他的那条线也很牵强。
宁浩5分，用“奥运”这个命题作文生造的“一件小事”，葛大爷再能演再可乐也遮不住这个故事的空洞。
陈凯歌4.5分，把一大一小毫无关联的两件事硬凑到了一起，符合陈一贯的不着调风格。唯一值得夸的是它把故事放在了边陲。
文牧野7分，年轻导演拍出了锐气。
【南海万达】
"
已注销,4,推荐,2019-09-28 23:40:53,913,"
我永远喜欢冬冬！
"
陈一,3,还行,2019-09-28 18:37:00,1592,"
陈凯歌凭一己之力把宁浩拉上去的一星又还回去了。
"
胤祥,3,还行,2019-09-29 07:06:45,1433,"
7场“最后一分钟营救”，比的就是怎么去做这个最后一分钟营救。7部评分及个人喜好排序：管虎(4)>徐铮(4)>宁浩(3)>张一白(3)>薛晓璐(2)>文牧野(2)>陈凯歌(1,或者X)。管虎开场调子定的太高后面真的不太好追……要数管虎那段最讲究，细节、方言等等都不错（王千源逆人潮而出的那个长运动镜头相当打动人）。徐铮再次搞了一个父子之家的故事，视听和调度还都蛮有想法（这段其实相当值得分析）。宁浩那段可信度实在打折扣，否则可能还会更好。张一白虽然有两段极为精彩的电影化调度（两人在公车里坐下后车外环境，以及cue[青春之歌]的人潮），但无奈整体温吞且群演实在是有点呵呵。其余几部，薛晓璐拍得比较散乱（其实和第一段可以形成复调啊！），文牧野拍得油腻，至于凯爷，真的不知道编这么个故事要干什么……
"
发呆忘事大王,4,推荐,2019-09-30 23:11:07,719,"
陈凯歌的部分是个败笔
"
柯里昂,3,还行,2019-09-29 22:19:32,526,"
功绩和成就需要被歌颂，主旋律电影存在的合理性也从未被质疑过，与此同时如果能一并回头看看那些被遗忘的和没被正视过的苦痛，或许才是真正的进步。电影本身能看（三部之中），毕竟最好的资源都给到位了，作为献礼片难免会让人联想到2009年的那部，十年过去，跟涨了十倍的票房相比，中国电影在其它方面做出的努力和觉悟实在太缓慢太微不足道了。
"
糖小包,5,力荐,2019-09-30 00:00:32,3400,"
我以前是不怎么感冒献礼片的，这次因为朱一龙的缘故关注了我和我的祖国，才发现我比自己想象中更爱这个国家。这部献礼片的意义，是串联，是纪念，是传承，非常适合全家一起观看。
"
王大根,3,还行,2019-09-28 18:08:57,479,"
How to abandon your personal life for your c*untry, 七个故事里张一白拍的那个果然是最可怕的
"
禾子戈兀,5,力荐,2019-09-30 00:01:46,1490,"
这样的电影注定是要带着餐巾纸去的，真的后悔自己是一个00后，感觉大事发生的时候要么自己还不在，要么就是太小了，心境不成熟。还好在我即将步入成年后，能看到这样一部电影，他深深地教会了我，永远与祖国荣辱同在，远比教科书更加深刻而有力的教法，让我急切的期待着有一天能对前辈说:幸不辱命!
"
哄哄桔啊梗,5,力荐,2019-09-30 00:02:16,1935,"
《我和我的祖国》回归篇真实再现了香港回归的场景，青年演员朱一龙在其中饰演了一名护旗手，当他迈着坚定的步伐走向升旗台时，我好像也到了那个庄严肃穆的现场，那种澎湃激动的心情难以言表。
"
朴实无华的阳光,5,力荐,2019-09-30 00:02:10,760,"
《北京你好》很逗，《回归》很真实，《护航》很燃，《相遇》催泪，《夺冠》诙谐，《前夜》珍贵，《白昼流星》点燃希望。新中国成立70年了，用7个故事来致敬历史展望未来，喜欢。
"
有有,4,推荐,2019-09-30 08:28:33,387,"
七个故事，按照时间顺序，每个故事一个主题。最喜欢香港回归，北京奥运，女排夺冠，故事和主题比较贴合，白昼流星比较扯。
"
琼华校草小紫英,5,力荐,2019-09-30 00:04:23,712,"
为祖国这七十年热泪盈眶，前辈不易，吾当自强！
"
谢谢你们的鱼,1,很差,2019-12-17 10:54:04,33,"
除了陈凯歌和宁浩的故事，其余的短片里面没有人，没有人性，只有集体无意识的狂欢，最讨厌薛晓路和文牧野的那两个，连个起承转合都没有，而管虎和张一白的，毁在毫无真实感的美术上，徐峥那个掐头去尾倒是可以做一个有趣的小短片，如此的政宣篇配不上大银幕，
"
La vie,5,力荐,2019-09-30 22:19:53,445,"
妈！！！！！！！！！！
生日快乐！！！！！！！！
"
tohearof,4,推荐,2019-09-30 22:50:43,309,"
葛优满分
"
西泠,4,推荐,2019-09-30 16:02:13,261,"
拍得还行，演技还是葛优最生动，故事喜欢徐峥导的中国女排，至于陈凯歌那个太尬了，为什么这时候了还加个人物成长，内心转变，献礼片是让人思考的吗？这一思考前期所有情感铺垫都抽空了，我还是期待陈可辛的《中国女排》吧
"
高绛婷,5,力荐,2019-09-30 00:01:47,552,"
《我和我的祖国》中令我印象最深的还是回归篇，“0分0秒升起中国国旗，这是我们的底线”，当国旗从升旗手的手中升起，他们挺拔的军礼，微红的双眼深深刻入了我的脑海，那种情感共鸣是从骨子里透出来的。这是吾辈之幸，能看到祖国一步步迈向强大。
"
正义B胜,3,还行,2019-09-28 23:14:17,461,"
电影其实讲的就是：为了你的祖国，你可以牺牲多少？从这个角度，当然是越软的我越喜欢，比如很多人说最烂的陈凯歌那支，因为是爱国浓度最低的，我就还挺喜欢的。基本按这个观感排序就是：宁浩＞陈凯歌＞文牧野＞徐峥＞管虎＞张一白＞薛晓路。
"
加斯珀哥哥,5,力荐,2019-09-28 18:13:53,344,"
《我和我的祖国》七位导演评分
管虎30
张一白0
徐铮60
薛晓路10
宁浩95
陈凯歌30
文牧野45
"
rovaniemi,4,推荐,2019-09-28 18:26:17,258,"
七分，整体感觉看下来不错的，但对比起来有长板有短板，不评价立意和深度，讲故事还是徐峥，宁浩，文牧野拍得最溜，比较意外的是，看预告片最不起眼的「护航」，看完电影却是最喜欢的一段。比较失望的是「回归」和「前夜」。以及张译真的是神演技，有限的台词，只凭面目表情和眼神，勾画出人物的无限内心。
"
单于立,3,还行,2019-09-28 18:13:03,307,"
《白昼流星》那集看得痛哭流涕，把主旋律命题作文拍出了《平凡的世界》的感觉
"
樹,2,较差,2019-10-02 00:08:42,206,"
如果建国史是一个成年人的话，他是具有深度遗忘症的人，只有童年和中年的记忆，不反思、不回忆。他的回忆方程式是中年的成功全源自童年记忆。参与国史写作的人是被挑选的，真正的人民都是煽情故事的背景板。中国导演对戏剧是不是有误解，他们的三板斧：1.煽情、最后一分钟营救，感动是第一要务。 2.人物成年的努力一定来自童年。3.高昂的歌曲必定是奏响，人多力量大。 陈凯歌导演写作文连逻辑都不要了。
"
Ocap,2,较差,2019-09-30 19:46:13,209,"
好就好在，是名副其实的“我和我的祖国”，而不仅仅是“我爱我的祖国”。→11.29 只有宁浩人本。
"
哟~,5,力荐,2019-09-30 00:08:35,552,"
看了电影，我只能说，厉害了，我的国！我很自豪和骄傲，真的！
"
Elly,5,力荐,2019-09-30 07:23:08,304,"
本以为拼盘电影没什么看头，没想到却是个非常成功的献礼片，无数次泪目，惠英红太帅了，葛优的表现一如既往地稳，昊然弟弟演出了浑然天成的痞，特别突破
"
大奇特(Grinch),3,还行,2019-09-25 17:13:56,166,"
每位创作者选取的历史横截面不同，选取的角度也不同，但是每位导演都带有明显的个人风格，包括自己熟悉的类型领域，甚至个人的成长经历。之前也看过全剧本，每一组编剧的写法也有不同的特点。个人喜欢管虎、徐峥、凯歌拍的。《前夜》属于命题作文的优秀答卷。国旗、国歌的电影之前都拍过，这次拍升旗装置就是聚焦历史大事件里小人物的瞬间，结尾用伪纪录片的方式特别好。《夺冠》将要“革命任务”还是要“儿女情长”，浓缩成一个男孩的两难处境，沪语话和全民爱体育深得《大李老李和小李》真传。《白昼流星》难度最大，很多人不喜欢是因为剧本是把航天和扶贫整合到一起，有点强扭。但我喜欢凯歌和壮壮这种第五代对于土地人的记忆，有格局和浪漫情怀，而后把精准扶贫上升到一种精神上的“站起来”，“白昼流星”也由传说中的意象变成心中的符号
"
桃桃林林,3,还行,2019-10-07 08:00:17,135,"
7分，这种集锦片很难评分，因为质量各有差异。相比之下，宁浩的《北京你好》和徐峥的《夺冠》都更喜欢，宁浩与葛优的合作，终于让葛优回到了自己最舒适的领域，整体表演很放松，也很希望宁浩与葛优之后会有长片合作啊。徐峥的部分主要是有趣，很市井，也很有回忆的味道，小朋友的情感又有其独特的趣味，其中又涉及个人与集体的选择。管虎的部分也很厉害，导演手法很娴熟。陈凯歌的部分野心很大，只不过选择的两个演员，还是不太符合角色设定，太不像穷人家孩子了。薛晓路的部分问题最大，剧作和导演能力都不好，甚至也不太符合小人物这个预设。
"
听筝,5,力荐,2019-09-30 00:05:12,510,"
一部好的电影、好的作品总是能激起观众对真善美的追求和认同，就像这部集结了中国电影梦之队的献礼片，从小人物的角度见证大中国的变迁，每一个故事都催人热泪，爱国的情怀真的是根植在每个华夏儿女的血脉深处，试问哪一个中国人又不是“此生无悔入华夏，来世还在中华家。”！
"
小圆子,3,还行,2019-09-30 16:46:27,263,"
部分与部分之间的衔接不太好。
配乐是谁你出来，不管哪一part音乐都很硬很尴尬
北京你好 本北京人很惊喜
回归 护航 白昼流星 及格以下
"
にゃんこ,5,力荐,2019-09-30 00:02:12,262,"
70周年，为阿中哥哥庆生
最近各地都在给祖国庆生，去看了电影，更加的感受到了国庆的氛围，当国歌响起国旗升起时，热血沸腾，泪有点不受控制了。
为中国骄傲自豪！
"
jj73浅之,2,较差,2019-09-28 17:31:10,84,"
短片集最残酷的点是，主创能力高下立现。谁会讲故事、谁运镜讲究、谁审美怎么样，哪个演员啥都能演、哪个演员天生讨喜，太一目了然了……
"
夏天的颜色,5,力荐,2019-09-28 21:28:38,460,"
爱国，是人世间最深层、最持久的情感，它流淌在我们的血脉里，扎根于我们的思想深处。
此番中国电影梦之队，集结优秀一线导演和演员，用最真挚的情感、最炽热的激情，最动情的诉说以及最专业的制作集体向新中国成立70周年献礼，致敬伟大祖国。
他们用七个故事，将自己对祖国的理解和情感融入电影中，最终为我们呈现了一部有温度、有细节，同时具有历史厚度的电影。
"
刘遐迩19123,3,还行,2019-09-30 22:35:25,192,"
我爱我的祖国，但我不爱这部电影。
"
李霁琛,4,推荐,2019-09-28 18:33:04,169,"
《北京你好》特别宁浩。这个短片我很喜欢，有生活感，有北京味儿，葛优这个出租司机的角色，把“我和我的祖国”里的“我”刻画得最平实自然。

"
